id,filtered_words_str_final,features_str,label_index
R025,new report election impact various summer something. education reveal kind pattern. suddenly character real wide clear. experts discuss ongoing developments election.,"(10000,[132,585,1401,1507,1972,2836,3556,3614,4240,4506,4687,4867,5530,6044,6505,6647,8326,8581,9462,9481,9691],[2.6330871626287546,0.6871770135734415,5.523458920524919,4.42484663185681,4.019381523748645,4.019381523748645,2.7826188965997183,0.6832166123573445,4.830311739964974,0.691153161953081,0.691153161953081,4.42484663185681,2.4789364828014966,4.607168188650764,0.6871770135734415,3.8187108282864943,4.42484663185681,4.42484663185681,0.691153161953081,4.137164559405029,4.270695952029551])",1.0
F214,secret cure confirmed sources last far former water change. management should. seem son wide cup great however beautiful song. — shocking claims secret cure surface internet.,"(10000,[209,320,503,750,911,1241,1273,2059,2588,2589,2836,3059,3892,3989,4158,4160,4988,5850,6747,6934,7281,7936,8338,9023],[4.42484663185681,2.7826188965997183,0.691153161953081,4.830311739964974,4.019381523748645,3.914021008090819,3.3262343431887,2.60568818844064,4.607168188650764,4.137164559405029,4.019381523748645,4.137164559405029,5.1060889099104365,3.914021008090819,3.577548771469606,4.137164559405029,0.6792718340663283,0.691153161953081,5.1060889099104365,5.117993812416755,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R177,new report policy son minute care scientist stop democratic. weight reduce girl sit building big food. job fill sure director respond. five provide audience. experts discuss ongoing developments policy.,"(10000,[209,557,585,796,1029,1821,1853,3048,3177,3357,3614,3916,4085,4142,4214,4506,4687,5310,5852,5946,5974,6226,6505,6944,6946,8004,8159,9462,9727],[4.42484663185681,4.019381523748645,0.6871770135734415,4.270695952029551,3.8187108282864943,4.019381523748645,4.270695952029551,3.914021008090819,5.117993812416755,4.019381523748645,0.6832166123573445,4.830311739964974,4.830311739964974,2.6902455764687034,5.523458920524919,0.691153161953081,0.691153161953081,4.270695952029551,3.8187108282864943,4.270695952029551,3.5085558999826545,4.42484663185681,0.6871770135734415,2.849310271098391,4.270695952029551,3.577548771469606,3.914021008090819,0.691153161953081,3.914021008090819])",1.0
R196,new report budget report full story similar decade. computer last follow must step billion the. sign near like notice need. experts discuss ongoing developments budget report.,"(10000,[258,585,997,1023,1525,1558,2260,3330,3614,3989,4506,4687,4991,5432,5974,6505,6544,6756,6855,7046,8151,8897,9367,9462],[4.607168188650764,0.6871770135734415,5.117993812416755,4.607168188650764,3.383392757028649,4.42484663185681,4.607168188650764,4.270695952029551,0.6832166123573445,3.914021008090819,0.691153161953081,0.691153161953081,5.158039882716958,2.7508701982851385,3.5085558999826545,1.374354027146883,4.830311739964974,3.914021008090819,4.270695952029551,4.270695952029551,4.137164559405029,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R135,new report budget report need agreement woman bed teach. election peace congress answer ask see community. experts discuss ongoing developments budget report.,"(10000,[132,585,3507,3614,3619,4506,4563,4687,4959,4991,5354,5432,5459,6505,6537,6697,8413,8728,9462,9497],[2.6330871626287546,0.6871770135734415,4.137164559405029,0.6832166123573445,4.137164559405029,0.691153161953081,4.270695952029551,0.691153161953081,5.523458920524919,5.158039882716958,4.42484663185681,2.7508701982851385,5.117993812416755,1.374354027146883,4.270695952029551,4.607168188650764,4.019381523748645,3.383392757028649,0.691153161953081,3.8187108282864943])",1.0
F152,government cover-up confirmed sources behind building mother eye body brother. positive responsibility something color evening hard billion. movie sign particular win task. environmental health level culture medical office focus beyond. — shocking claims government cover-up surface internet.,"(10000,[1,142,354,503,629,841,1341,1439,1499,2259,2398,3502,3931,4346,4988,5098,5125,5286,5850,5852,6027,6756,7034,7281,7936,8268,8338,8344,8645,8805,8984,9023,9813,9826,9832],[4.019381523748645,4.42484663185681,4.019381523748645,0.691153161953081,5.117993812416755,3.8187108282864943,3.8187108282864943,4.137164559405029,3.8187108282864943,5.501740396570277,4.137164559405029,4.607168188650764,3.8187108282864943,3.914021008090819,0.6792718340663283,5.523458920524919,3.7316994512968646,3.914021008090819,0.691153161953081,3.8187108282864943,4.019381523748645,3.914021008090819,5.117993812416755,0.6714286566053024,0.691153161953081,4.019381523748645,0.691153161953081,3.5085558999826545,4.42484663185681,3.0385522707369192,3.914021008090819,0.691153161953081,5.995460552433328,4.270695952029551,4.42484663185681])",0.0
F180,secret cure confirmed sources current ok yes main serious economic stand. ready prevent far sell although five full. little imagine attack often food. — shocking claims secret cure surface internet.,"(10000,[7,503,1117,1590,1637,2645,3252,3892,4085,4158,4485,4988,5044,5301,5693,5850,5974,6090,6557,6747,7281,7779,7936,8338,8993,9023,9144,9189],[4.270695952029551,0.691153161953081,4.42484663185681,4.019381523748645,3.6516567436233283,3.8187108282864943,3.7316994512968646,5.1060889099104365,4.830311739964974,3.577548771469606,4.019381523748645,0.6792718340663283,3.8187108282864943,4.019381523748645,4.270695952029551,0.691153161953081,3.5085558999826545,5.523458920524919,3.914021008090819,5.1060889099104365,0.6714286566053024,3.8187108282864943,0.691153161953081,0.691153161953081,4.607168188650764,0.691153161953081,2.6902455764687034,3.914021008090819])",0.0
F003,secret cure confirmed sources office sure prevent shoulder. type citizen around certain culture something. rock place including. — shocking claims secret cure surface internet.,"(10000,[8,503,574,1821,3252,3526,3740,3892,4240,4988,5850,6197,6390,6747,7281,7936,8338,8344,8645,8888,9023,9288],[4.270695952029551,0.691153161953081,3.6516567436233283,4.019381523748645,3.7316994512968646,3.8187108282864943,5.117993812416755,5.1060889099104365,4.830311739964974,0.6792718340663283,0.691153161953081,4.270695952029551,4.42484663185681,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,3.5085558999826545,4.42484663185681,4.830311739964974,0.691153161953081,4.270695952029551])",0.0
F244,celebrity scandal confirmed sources draw national race hope painting week case want. change fish able will. forward quality federal local similar case police by. — shocking claims celebrity scandal surface internet.,"(10000,[228,387,454,503,633,1034,1376,1804,3486,3496,3506,3876,4921,4988,5122,5850,6000,6342,7046,7281,7910,7936,8167,8338,8411,8656,9023,9637],[4.830311739964974,2.5530444549552183,3.3262343431887,0.691153161953081,4.137164559405029,4.270695952029551,4.137164559405029,5.523458920524919,5.698620542196782,3.7316994512968646,4.270695952029551,3.6516567436233283,5.698620542196782,0.6792718340663283,4.270695952029551,0.691153161953081,3.914021008090819,8.541391904059102,4.270695952029551,0.6714286566053024,4.607168188650764,0.691153161953081,4.607168188650764,0.691153161953081,3.577548771469606,5.117993812416755,0.691153161953081,5.117993812416755])",0.0
F194,immortal jellyfish confirmed sources factor indeed and. anything opportunity benefit then. almost poor record money. — shocking claims immortal jellyfish surface internet.,"(10000,[25,503,2066,2086,2114,4347,4934,4988,5379,5653,5850,6976,7281,7936,8103,8338,8566,9023,9561,9876],[5.117993812416755,0.691153161953081,5.501740396570277,4.42484663185681,4.270695952029551,4.137164559405029,4.42484663185681,0.6792718340663283,5.117993812416755,4.019381523748645,0.691153161953081,4.137164559405029,0.6714286566053024,0.691153161953081,5.117993812416755,0.691153161953081,4.270695952029551,0.691153161953081,4.42484663185681,5.501740396570277])",0.0
R044,new report policy build share into. year learn board floor. experts discuss ongoing developments policy.,"(10000,[442,585,2920,3014,3614,3947,4142,4506,4687,5967,6505,6944,7454,8899,9462],[4.607168188650764,0.6871770135734415,5.117993812416755,4.607168188650764,0.6832166123573445,4.42484663185681,2.6902455764687034,0.691153161953081,0.691153161953081,4.42484663185681,0.6871770135734415,2.849310271098391,4.42484663185681,4.270695952029551,0.691153161953081])",1.0
R141,new report economic growth girl miss purpose truth. area entire. president name write. experts discuss ongoing developments economic growth.,"(10000,[15,320,585,656,1029,1071,1306,3614,4506,4687,5649,6373,6505,8089,9034,9144,9462,9593],[4.137164559405029,2.7826188965997183,0.6871770135734415,4.830311739964974,3.8187108282864943,4.137164559405029,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081,4.42484663185681,5.523458920524919,0.6871770135734415,4.270695952029551,2.8844015909096608,5.380491152937407,0.691153161953081,4.830311739964974])",1.0
R188,new report climate change hard ability establish it. recognize according senior remember mother. experts discuss ongoing developments climate change.,"(10000,[387,585,821,2059,2923,3614,3681,4144,4506,4687,5125,5685,6505,7177,7564,7805,8171,9462],[2.5530444549552183,0.6871770135734415,5.698620542196782,2.60568818844064,3.7316994512968646,0.6832166123573445,4.019381523748645,4.42484663185681,0.691153161953081,0.691153161953081,3.7316994512968646,4.270695952029551,0.6871770135734415,4.607168188650764,4.42484663185681,5.523458920524919,4.270695952029551,0.691153161953081])",1.0
F010,aliens confirmed sources argue case feel south candidate yet. check everything point federal process mind fast. power law prepare natural since fear. — shocking claims aliens surface internet.,"(10000,[503,633,650,2286,3056,3115,3184,3730,3882,3901,3979,4358,4416,4816,4831,4988,5850,6287,6342,7281,7615,7936,8040,8338,9023,9156],[0.691153161953081,4.137164559405029,5.917019126126766,4.607168188650764,3.914021008090819,4.270695952029551,2.849310271098391,4.270695952029551,4.42484663185681,5.117993812416755,4.830311739964974,4.137164559405029,4.270695952029551,3.7316994512968646,5.117993812416755,1.3585436681326566,0.691153161953081,3.914021008090819,4.270695952029551,0.6714286566053024,4.830311739964974,0.691153161953081,4.019381523748645,0.691153161953081,0.691153161953081,3.7316994512968646])",0.0
R106,new report economic growth change capital start area church force surface. maintain manage note author. experts discuss ongoing developments economic growth.,"(10000,[320,373,387,391,585,1273,2996,3614,4506,4687,5247,5417,5649,6505,6541,7883,9034,9144,9462,9909],[2.7826188965997183,4.42484663185681,2.5530444549552183,3.7316994512968646,0.6871770135734415,3.3262343431887,4.137164559405029,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,4.42484663185681,0.6871770135734415,4.270695952029551,4.270695952029551,2.8844015909096608,5.380491152937407,0.691153161953081,4.137164559405029])",1.0
R049,new report research everything create clear house. instead exist accept. experts discuss ongoing developments research.,"(10000,[585,1352,1404,1611,3614,3756,4506,4527,4687,6505,6602,7066,9156,9432,9462],[0.6871770135734415,4.830311739964974,4.270695952029551,4.607168188650764,0.6832166123573445,4.42484663185681,0.691153161953081,4.137164559405029,0.691153161953081,0.6871770135734415,4.270695952029551,2.920769235080536,3.7316994512968646,2.849310271098391,0.691153161953081])",1.0
R144,new report budget report particular happy program still yet. experts discuss ongoing developments budget report.,"(10000,[573,585,3614,3712,3882,4506,4687,4991,5347,5432,6505,8984,9462],[4.42484663185681,0.6871770135734415,0.6832166123573445,4.270695952029551,4.42484663185681,0.691153161953081,0.691153161953081,5.158039882716958,4.019381523748645,2.7508701982851385,1.374354027146883,3.914021008090819,0.691153161953081])",1.0
F199,celebrity scandal confirmed sources person realize defense body. arrive force media particular military consumer. — shocking claims celebrity scandal surface internet.,"(10000,[391,503,1209,1582,3249,3486,3543,4921,4988,5094,5726,5850,5877,7281,7391,7936,8338,8984,9023],[3.7316994512968646,0.691153161953081,4.42484663185681,4.830311739964974,3.4440173788450834,5.698620542196782,4.607168188650764,5.698620542196782,0.6792718340663283,5.523458920524919,4.137164559405029,0.691153161953081,4.270695952029551,0.6714286566053024,3.7316994512968646,0.691153161953081,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
F215,secret cure confirmed sources happen western one ten avoid green. choice area education base law ball. politics cut give side every couple table. page true security power character art concern. — shocking claims secret cure surface internet.,"(10000,[503,524,815,1206,1388,2634,2827,3056,3783,3892,3979,4704,4867,4988,5085,5530,5649,5850,5887,5947,6053,6404,6747,7016,7188,7281,7702,7854,7936,8173,8338,9023,9681,9719,9781],[0.691153161953081,3.577548771469606,4.42484663185681,4.607168188650764,4.42484663185681,4.137164559405029,4.607168188650764,3.914021008090819,4.607168188650764,5.1060889099104365,4.830311739964974,4.270695952029551,4.42484663185681,0.6792718340663283,3.6516567436233283,2.4789364828014966,4.42484663185681,0.691153161953081,4.137164559405029,5.117993812416755,3.8187108282864943,4.42484663185681,5.1060889099104365,5.117993812416755,5.117993812416755,0.6714286566053024,3.7316994512968646,4.137164559405029,0.691153161953081,3.383392757028649,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,4.270695952029551])",0.0
